claim,image_id,claim_url,image_url,veracity,label
A photograph shows Canadian prime minister Justin Trudeau posing with a burning Canadian flag. ,dataset/fauxtography/both/snopes10pm-justin-trudeau-burning-flag.jpg,https://www.snopes.com/fact-check/pm-justin-trudeau-burning-flag/,"https://www.snopes.com/tachyon/2018/12/48416410_10156998678713185_3584909056218759168_n.jpg?resize=600,401",False,False
"Photographs show a ""mummified"" dinosaur fossil discovered in Alberta, Canada.",dataset/fauxtography/both/snopes11mummified-dinosaur.jpg,https://www.snopes.com/fact-check/mummified-dinosaur/,"https://www.snopes.com/tachyon/2018/12/nodosaur-wikimedia.jpg?resize=865,452",True,True
A photograph shows a genuine quintuple skull. ,dataset/fauxtography/both/snopes12quintuple-skull.jpg,https://www.snopes.com/fact-check/quintuple-skull/,"https://www.snopes.com/tachyon/2018/12/not-a-real-quintuple-skull-1.jpg?resize=600,555",False,False
A photograph shows a couple protesting a Jewish man’s deportation from the U.S. back to Nazi Germany. ,dataset/fauxtography/both/snopes13european-jews-protesting-deportation.jpg,https://www.snopes.com/fact-check/european-jews-protesting-deportation/,"https://www.snopes.com/tachyon/2018/12/Screen-Shot-2018-12-10-at-11.29.01-AM.png?resize=498,719",True,True
A photograph shows former FBI director Robert Mueller meeting with former Ukrainian president Viktor Yanukovych in 2013.,dataset/fauxtography/both/snopes14mueller-yanukovych-photo.jpg,https://www.snopes.com/fact-check/mueller-yanukovych-photo/,"https://www.snopes.com/tachyon/2018/12/Screen-Shot-2018-12-10-at-9.28.49-AM.png?resize=494,783",True,True
A photograph shows President Trump kissing former senator Bob Dole on the forehead. ,dataset/fauxtography/both/snopes15trump-dole-kiss-photo.jpg,https://www.snopes.com/fact-check/trump-dole-kiss-photo/,https://www.snopes.com/tachyon/2018/12/trump-dole.jpg?w=633,True,True
President Trump failed to place his hand over his heart during George H.W. Bush's funeral. ,dataset/fauxtography/both/snopes16trump-bush-funeral-hand-heart.jpg,https://www.snopes.com/fact-check/trump-bush-funeral-hand-heart/,https://www.snopes.com/tachyon/2018/12/trump-hand-over-heart.jpg,False,False
Photographs show a severely earthquake-damaged road in Alaska that was repaired in just a few days. ,dataset/fauxtography/both/snopes18alaska-earthquake-road-repair.jpg,https://www.snopes.com/fact-check/alaska-earthquake-road-repair/,"https://www.snopes.com/tachyon/2018/12/47342880_2114786665240785_1240456232339243008_n.jpg?resize=600,598",True,True
"Fox aired a holiday graphic reading ""Reason for the Season,"" which some viewers read as ""Treason for the Season"" due the placement of a cross.",dataset/fauxtography/both/snopes19fox-treason-for-the-season.jpg,https://www.snopes.com/fact-check/fox-treason-for-the-season/,"https://www.snopes.com/tachyon/2018/12/treason-for-the-season.png?resize=600,310",True,True
An organizer of the immigrant caravan was photographed after robbing a convenience store and killing a Mexican national.,dataset/fauxtography/both/snopes20caravan-organizer-photo.jpg,https://www.snopes.com/fact-check/caravan-organizer-photo/,"https://www.snopes.com/tachyon/2018/11/caravanhead.jpg?resize=865,452",False,False
Sgt. Al Powell stopped a terrorist attack at Nakatomi Plaza on Christmas in 1988.,dataset/fauxtography/both/snopes21al-powell-nakatomi-plaza.jpg,https://www.snopes.com/fact-check/al-powell-nakatomi-plaza/,https://www.snopes.com/tachyon/2018/11/al-powell.jpg,False,False
A photograph shows President Trump boarding Marine One.,dataset/fauxtography/both/snopes22trump-marine-one-photo.jpg,https://www.snopes.com/fact-check/trump-marine-one-photo/,"https://www.snopes.com/tachyon/2018/11/trump-butt.jpg?resize=600,600",False,False
Jack and Rosie Riddle were photographed in 1948 accepting a radio from a group of Ku Klux Klan members.,dataset/fauxtography/both/snopes23radio-kkk-photograph.jpg,https://www.snopes.com/fact-check/radio-kkk-photograph/,"https://www.snopes.com/tachyon/2018/11/KKK-Jack-Riddle-photograph.jpeg?resize=600,600",True,True
A photograph shows astronaut Chris Hadfield holding a bag of marijuana aboard the International Space Station. ,dataset/fauxtography/both/snopes24iss-test-marijuana-space.jpg,https://www.snopes.com/fact-check/iss-test-marijuana-space/,"https://www.snopes.com/tachyon/2018/11/pics-in-history-nonsense.jpg?resize=600,543",False,False
"A picture shows the Navy's Blue Angels flight demonstration squadron performing an aerial stunt called ""The Hand of God.""",dataset/fauxtography/both/snopes25blue-angels-hand-of-god.jpg,https://www.snopes.com/fact-check/blue-angels-hand-of-god/,https://www.snopes.com/tachyon/2018/11/hand-of-god.jpg,False,False
A photograph captures a selfie Jimi Hendrix took with Jim Morrison and Bruce Lee.,dataset/fauxtography/both/snopes26jimi-hendrix-selfie.jpg,https://www.snopes.com/fact-check/jimi-hendrix-selfie/,https://www.snopes.com/tachyon/2018/11/45711232_10214991828443813_619594906993688576_n.jpg,False,False
The intern who took away Jim Acosta's microphone at a White House Press Conference was actually Deputy Press Secretary Lindsay Walters.,dataset/fauxtography/both/snopes27cnn-microphone-intern.jpg,https://www.snopes.com/fact-check/cnn-microphone-intern/,"https://www.snopes.com/tachyon/2018/11/twitter-detective.jpg?resize=612,728",False,False
The November 2018 California wildfires matched up “exactly” with the route of California’s proposed high speed railway.,dataset/fauxtography/both/snopes28wildfires-california-high-speed-railway.jpg,https://www.snopes.com/fact-check/wildfires-california-high-speed-railway/,"https://www.snopes.com/tachyon/2018/11/46192588_1075365762638034_4866582917171642368_n.jpg?resize=480,708",False,False
Facebook is deleting an image of a cross carved in honor fallen firefighters.,dataset/fauxtography/both/snopes29cross-honor-fallen-firefighters.jpg,https://www.snopes.com/fact-check/cross-honor-fallen-firefighters/,https://www.snopes.com/tachyon/2018/11/38026291_1056775141144034_3063166728432254976_n.jpg,False,False
"A “Wonderful Pistachios"" ad featured The Grinch touting the slogan “Green and salty. Just like my nuts.""",dataset/fauxtography/both/snopes30grinch-pistachio-ad.jpg,https://www.snopes.com/fact-check/grinch-pistachio-ad/,https://www.snopes.com/tachyon/2018/11/the-grinch.jpg,False,False
Photographs show President Trump commemorating the 100th anniversary of the end of World War I at a cemetery in the rain.,dataset/fauxtography/both/snopes31trump-wwi-cemetery-rain-photo.jpg,https://www.snopes.com/fact-check/trump-wwi-cemetery-rain-photo/,"https://www.snopes.com/tachyon/2018/11/trumprain.jpg?resize=865,452&quality=65",True,True
"Several male students at Baraboo High School were photographed performing the Nazi ""Sieg Heil"" salute. ",dataset/fauxtography/both/snopes32high-school-prom-nazi-salute.jpg,https://www.snopes.com/fact-check/high-school-prom-nazi-salute/,"https://www.snopes.com/tachyon/2018/11/hssalute.jpg?resize=865,452",True,True
Brenda Lee was forcibly removed from Air Force One by order of President Obama due to her pro-life views. ,dataset/fauxtography/both/snopes33brenda-lee-removed-air-force-one.jpg,https://www.snopes.com/fact-check/brenda-lee-removed-air-force-one/,"https://www.snopes.com/tachyon/2018/11/brenda-lee.jpg?resize=687,603",False,False
A photograph shows a young Barack Obama with Saudi Arabian prince Al-Waleed bin Talal.,dataset/fauxtography/both/snopes34obama-prince-al-waleed-bin-talal.jpg,https://www.snopes.com/fact-check/obama-prince-al-waleed-bin-talal/,"https://www.snopes.com/tachyon/2018/11/1541390723810.jpg?resize=600,398",False,False
A photograph shows a man giving Mitch McConnell a thumbs-down from the voting booth. ,dataset/fauxtography/both/snopes35mcconnell-voting-photobomb.jpg,https://www.snopes.com/fact-check/mcconnell-voting-photobomb/,"https://www.snopes.com/tachyon/2018/11/mcconnell.jpg?resize=600,591",True,True
"Don Lemon of CNN laughed in celebration as Democrats burned American flags in support of a ""blue wave.""",dataset/fauxtography/both/snopes36lemon-cnn-flag-burning-video.jpg,https://www.snopes.com/fact-check/lemon-cnn-flag-burning-video/,"https://www.snopes.com/tachyon/2018/11/fake-news-cnn.jpg?resize=600,734",False,False
A photograph shows Georgia gubernatorial candidate Stacey Abrams touting the support of communists and the Muslim Brotherhood.,dataset/fauxtography/both/snopes37abrams-campaign-sign-photo.jpg,https://www.snopes.com/fact-check/abrams-campaign-sign-photo/,"https://www.snopes.com/tachyon/2018/11/abramssign.fb_-1.jpg?resize=768,944",False,False
A photograph shows three naked women campaigning for Democrats during the 2018 midterm elections.,dataset/fauxtography/both/snopes38democrats-campaign-nude.jpg,https://www.snopes.com/fact-check/democrats-campaign-nude/,"https://www.snopes.com/tachyon/2018/11/elsa-resto.jpg?resize=600,594",False,False
"A billboard along route I-170 near St. Louis, Missouri showed President Donald Trump alongside an excerpt from a well-known Gospel verse.",dataset/fauxtography/both/snopes39trump-christ-billboard-st-louis.jpg,https://www.snopes.com/fact-check/trump-christ-billboard-st-louis/,"https://www.snopes.com/tachyon/2018/11/Screen-Shot-2018-11-05-at-19.06.37-2.png?resize=600,257",True,True
A photograph show park ground in Australia covered with spider webs.,dataset/fauxtography/both/snopes40park-covered-spider-webs.jpg,https://www.snopes.com/fact-check/park-covered-spider-webs/,"https://www.snopes.com/tachyon/2018/11/LBQTLCA.jpg?resize=600,952",True,True
"A photograph shows a new ""Energy Ham"" product from Monster Energy.",dataset/fauxtography/both/snopes41monster-energy-caffeinated-ham.jpg,https://www.snopes.com/fact-check/monster-energy-caffeinated-ham/,"https://www.snopes.com/tachyon/2018/11/white-culture.jpg?resize=600,715",False,False
"A photograph shows a man standing on a street corner holding a large sign that reads ""Homeless Niggers Go Back to Africa.""",dataset/fauxtography/both/snopes42homeless-go-back-to-africa-sign.jpg,https://www.snopes.com/fact-check/homeless-go-back-to-africa-sign/,"https://www.snopes.com/tachyon/2018/10/homeless.jpg?resize=865,452",True,True
Actress Amy Schumer posed for a magazine spread depicting her ripping apart a fetus.,dataset/fauxtography/both/snopes43amy-schumer-ripping-up-fetus.jpg,https://www.snopes.com/fact-check/amy-schumer-ripping-up-fetus/,https://www.snopes.com/tachyon/2018/10/amy-schumer.jpg,False,False
"A photograph of Cesar Sayoc and Israel ""Izzy"" Hernandez is evidence of a Democrat-orchestrated ""false flag"" operation.",dataset/fauxtography/both/snopes44cesar-sayoc-izzy-hernandez.jpg,https://www.snopes.com/fact-check/cesar-sayoc-izzy-hernandez/,"https://www.snopes.com/tachyon/2018/10/Screen-Shot-2018-10-29-at-11.51.32.png?resize=600,364",False,False
"A photograph shows 66,000 people who watched, listened, and cheered President Trump outside a rally.",dataset/fauxtography/both/snopes45trump-rally-crowd-66000.jpg,https://www.snopes.com/fact-check/trump-rally-crowd-66000/,"https://www.snopes.com/tachyon/2018/10/fake-fb-meme.jpg?resize=600,800",False,False
A photograph shows a village in Germany that resembles a fingerprint in contour.,dataset/fauxtography/both/snopes46german-village-fingerprint.jpg,https://www.snopes.com/fact-check/german-village-fingerprint/,"https://www.snopes.com/tachyon/2018/10/thumbprint-city.jpg?resize=600,832",False,False
An image comparison shows the same spot in the Arctic in photographs taken over a century apart.,dataset/fauxtography/both/snopes47arctic-century-photos.jpg,https://www.snopes.com/fact-check/arctic-century-photos/,https://www.snopes.com/tachyon/2018/10/arctic-changes.png?w=696,True,True
An image documents the striking similarities between the Antifa flag and a Nazi flag.,dataset/fauxtography/both/snopes48antifa-nazi-flags.jpg,https://www.snopes.com/fact-check/antifa-nazi-flags/,https://www.snopes.com/tachyon/2018/10/DHnTLWlUMAAh7yK.jpg,False,False
"A photograph shows American neo-Nazis performing a Nazi salute in front of a burning swastika in Draketown, Georgia, in 2018.",dataset/fauxtography/both/snopes49draketown-swastika-nazis.jpg,https://www.snopes.com/fact-check/draketown-swastika-nazis/,https://pbs.twimg.com/media/DbeNrMnXUAAHmu2.jpg,True,True
"A photograph shows a grocery store aisle sign listing cat food, cat toys, wine, and meals for one.",dataset/fauxtography/both/snopes51grocery-store-single-people.jpg,https://www.snopes.com/fact-check/grocery-store-single-people/,https://www.snopes.com/tachyon/2018/10/i4v2so1y8rq11.jpg,False,False
A photograph shows a multi-colored 'rainbow butterfly.',dataset/fauxtography/both/snopes52rainbow-butterfly.jpg,https://www.snopes.com/fact-check/rainbow-butterfly/,"https://www.snopes.com/tachyon/2018/10/43301704_1117133971797816_7681393531079884800_n.jpg?resize=600,839",False,False
A photograph shows a 'lava moon' melting into a waterfall.,dataset/fauxtography/both/snopes53lava-moon-waterfall.jpg,https://www.snopes.com/fact-check/lava-moon-waterfall/,"https://www.snopes.com/tachyon/2018/10/the-melting-moon-lava-moon.jpg?resize=600,750",False,False
"While boarding Air Force One in Minneapolis, Minnesota, on 4 October 2018, President Donald Trump had paper stuck to his shoe.",dataset/fauxtography/both/snopes54trump-paper-shoe.jpg,https://www.snopes.com/fact-check/trump-paper-shoe/,"https://www.snopes.com/tachyon/2018/10/Screen-Shot-2018-10-05-at-09.41.16.png?resize=600,328",True,True
"A photograph shows Barack Obama holding a t-shirt bearing the slogan ""Michelle Obama 2020.""",dataset/fauxtography/both/snopes55michelle-obama-2020-shirt.jpg,https://www.snopes.com/fact-check/michelle-obama-2020-shirt/,https://www.snopes.com/tachyon/2018/10/michelle-obama-2020.jpg,False,False
"An image comparison shows Donald Trump and various politicians in similar poses to characters from the movie ""Back to the Future.""",dataset/fauxtography/both/snopes56trump-and-back-to-the-future.jpg,https://www.snopes.com/fact-check/trump-and-back-to-the-future/,https://www.snopes.com/tachyon/2018/10/trump-and-biff-tannen.jpg,True,True
"A photograph shows the Arch of Baal erected on the National Mall in Washington, D.C.",dataset/fauxtography/both/snopes57arch-of-baal-judiciary.jpg,https://www.snopes.com/fact-check/arch-of-baal-judiciary/,https://www.snopes.com/tachyon/2018/10/image4.jpeg,True,True
"An photograph shows Donald Trump's mother, Mary Anne MacLeod Trump.",dataset/fauxtography/both/snopes58donald-trumps-mother-photo.jpg,https://www.snopes.com/fact-check/donald-trumps-mother-photo/,https://www.snopes.com/tachyon/2018/10/trump-foxtel.jpg,True,True
A photograph captures Donald Trump hanging out with musician Tupac Shakur.,dataset/fauxtography/both/snopes59donald-trump-tupac-photo.jpg,https://www.snopes.com/fact-check/donald-trump-tupac-photo/,https://www.snopes.com/tachyon/2018/10/trump-and-tupac-tweet.jpg,False,False
A photograph shows a young Brett Kavanaugh passed out from too much alcohol.,dataset/fauxtography/both/snopes60brett-kavanaugh-wasted-photo.jpg,https://www.snopes.com/fact-check/brett-kavanaugh-wasted-photo/,https://pbs.twimg.com/media/Dn9FLpAXUAAt6vj.jpg,False,False
"A photograph shows Christine Blasey Ford's lawyer, Debra Katz ,walking out of a house with Hillary Clinton.",dataset/fauxtography/both/snopes61ford-lawyer-hillary-clinton.jpg,https://www.snopes.com/fact-check/ford-lawyer-hillary-clinton/,"https://www.snopes.com/tachyon/2018/09/0926-hillary-clinton-and-debra-katz-ap-12.jpg?resize=600,467",False,False
A pair of photographs shows a severely dehydrated homeless veteran on the streets of Los Angeles.,dataset/fauxtography/both/snopes62homeless-veteran-dying-bush.jpg,https://www.snopes.com/fact-check/homeless-veteran-dying-bush/,https://www.snopes.com/tachyon/2018/09/kent-1.jpg?w=600,True,True
"Photographs show Dr. Christine Blasey Ford with George Soros, Harvey Weinstein, and Bill Clinton.",dataset/fauxtography/both/snopes63ford-george-soros.jpg,https://www.snopes.com/fact-check/ford-george-soros/,"https://www.snopes.com/tachyon/2018/09/flucke.jpg?resize=600,561",False,False
"A photograph of a topless, drinking woman pictures a young Christine Blasey Ford.",dataset/fauxtography/both/snopes64blasey-online-photos.jpg,https://www.snopes.com/fact-check/blasey-online-photos/,"https://www.snopes.com/tachyon/2018/09/blasey1.jpg?resize=600,702",False,False
A photograph documents that a portion of Interstate 40 in North Carolina was completely underwater after Hurricane Florence.,dataset/fauxtography/both/snopes65i40-north-carolina-underwater.jpg,https://www.snopes.com/fact-check/i40-north-carolina-underwater/,"https://www.snopes.com/tachyon/2018/09/i-40.jpg?resize=600,836",True,True
A photograph shows an elephant carrying a lion cub.,dataset/fauxtography/both/snopes66elephant-carrying-lion-cub.jpg,https://www.snopes.com/fact-check/elephant-carrying-lion-cub/,"https://www.snopes.com/tachyon/2018/09/elephant-carries-lion.jpg?resize=600,450",False,False
A photograph shows a bag of Skittles signed by George Zimmerman.,dataset/fauxtography/both/snopes67zimmerman-skittles-signing.jpg,https://www.snopes.com/fact-check/zimmerman-skittles-signing/,https://www.snopes.com/tachyon/2018/09/zimmerman-skittles-1.jpg,True,True
"A photograph shows a woman named ""Brittany L"" on a hunting expedition, holding a recently-killed leopard.",dataset/fauxtography/both/snopes68brittany-l-leopard.jpg,https://www.snopes.com/fact-check/brittany-l-leopard/,https://www.snopes.com/tachyon/2018/09/sci-member-pride-brittany-l-leopard.jpg,True,True
President Trump's notorious 'fist pump' at a Pennsylvania airport on 9/11 was offered as a greeting to a cancer victim.,dataset/fauxtography/both/snopes69trump-fistpump-cancer-greeting.jpg,https://www.snopes.com/fact-check/trump-fistpump-cancer-greeting/,https://www.snopes.com/tachyon/2018/09/trump-911.jpg?w=669,False,False
"Nike sells shoes featuring an ""All-Seeing Eye"" symbol that represents satanism or the Illuminati.",dataset/fauxtography/both/snopes70nike-all-seeing-eye-shoes.jpg,https://www.snopes.com/fact-check/nike-all-seeing-eye-shoes/,"https://www.snopes.com/tachyon/2018/09/kyrie-shoes.jpg?resize=600,800",True,True
A photograph shows a large spiral cloud forming over water at sunset.,dataset/fauxtography/both/snopes71spiral-clouds-sunset.jpg,https://www.snopes.com/fact-check/spiral-clouds-sunset/,"https://www.snopes.com/tachyon/2018/09/a-3.jpg?resize=600,727",False,False
President Donald Trump's son Barron was once photographed wearing Nike brand shoes.,dataset/fauxtography/both/snopes72barron-trump-nike.jpg,https://www.snopes.com/fact-check/barron-trump-nike/,https://www.snopes.com/tachyon/2018/09/41399475_1896310927073261_2224727406457913344_n.jpg,True,True
"A photograph shows a Nike-manufactured ""Make America Great Again"" hat.",dataset/fauxtography/both/snopes73nike-make-america-great-again-hat.jpg,https://www.snopes.com/fact-check/nike-make-america-great-again-hat/,"https://www.snopes.com/tachyon/2018/09/nike-hat.jpg?resize=600,461",False,False
An image shows a pumpkin spice bologna product from Oscar Mayer.,dataset/fauxtography/both/snopes74oscar-mayer-offer-pumpkin-spice-bologna.jpg,https://www.snopes.com/fact-check/oscar-mayer-offer-pumpkin-spice-bologna/,"https://www.snopes.com/tachyon/2018/09/pumpkin-spice-bologna.jpg?resize=600,423",False,False
A photograph shows Heath Ledger's Joker doing a skateboard kickflip over Batman.,dataset/fauxtography/both/snopes75joker-kickflip-over-batman.jpg,https://www.snopes.com/fact-check/joker-kickflip-over-batman/,https://www.snopes.com/tachyon/2018/08/joker-skateboard.jpg,False,False
"A photograph captures an unusually short, stocky giraffe.",dataset/fauxtography/both/snopes76short-giraffe-photo.jpg,https://www.snopes.com/fact-check/short-giraffe-photo/,https://www.snopes.com/tachyon/2018/08/short-giraffe.jpg,False,False
A photograph shows a snake found in a plastic milk jug.,dataset/fauxtography/both/snopes77snake-in-milk-jug.jpg,https://www.snopes.com/fact-check/snake-in-milk-jug/,https://www.snopes.com/tachyon/2018/08/h0f2uanjvwi11.jpg,False,False
An image shows a 'Time' cover featuring Colin Kaepernick as the magazine's 'Person of the Year' for 2018.,dataset/fauxtography/both/snopes78colin-kaepernick-2018-person-of-the-year.jpg,https://www.snopes.com/fact-check/colin-kaepernick-2018-person-of-the-year/,https://www.snopes.com/tachyon/2018/08/fake-time-cover.jpg,False,False
"A screenshot from an MSNBC broadcast captures a chyron reading ""Trump Worried About Pecker Leaking.""",dataset/fauxtography/both/snopes79msnbc-pecker-chyron.jpg,https://www.snopes.com/fact-check/msnbc-pecker-chyron/,"https://www.snopes.com/tachyon/2018/08/CNN-Chyron.jpg?resize=600,343",False,False
A viral screenshot shows a Fox News contributor debating the 'War on Christmas' while other news networks reported on Michael Cohen's guilty pleas.,dataset/fauxtography/both/snopes80fox-news-festivus-michael-cohen.jpg,https://www.snopes.com/fact-check/fox-news-festivus-michael-cohen/,"https://www.snopes.com/tachyon/2018/08/fox.jpg?resize=865,452&quality=65",False,False
Chelsea Clinton wears an upside-down (inverted) cross that is symbolic of Satan worship.,dataset/fauxtography/both/snopes81chelsea-clinton-upside-down-satanic-cross.jpg,https://www.snopes.com/fact-check/chelsea-clinton-upside-down-satanic-cross/,https://www.snopes.com/tachyon/2018/08/rense-clinton-satanic-2008.jpg?w=601,False,False
A photograph shows an aerial view of an airplane abandoned in a forest.,dataset/fauxtography/both/snopes82aerial-view-abandoned-plane.jpg,https://www.snopes.com/fact-check/aerial-view-abandoned-plane/,"https://www.snopes.com/tachyon/2018/08/abandoned-plane.jpg?resize=600,746",False,False
"A photograph shows a sign reading ""Trump Made America the Best Country in the Nation.""",dataset/fauxtography/both/snopes83trump-made-america-the-best-sign.jpg,https://www.snopes.com/fact-check/trump-made-america-the-best-sign/,"https://www.snopes.com/tachyon/2018/08/fake-trump-sign.jpg?resize=600,463",False,False
Two police officers cooked a meal and washed the dishes for a group of children after their mother was taken to the hospital.,dataset/fauxtography/both/snopes84officers-cook-dinner-children.jpg,https://www.snopes.com/fact-check/officers-cook-dinner-children/,"https://www.snopes.com/tachyon/2018/08/two-officers.jpg?resize=600,587",True,True
A photograph shows a giant blue whale spotted near Jennette's Pier in North Carolina.,dataset/fauxtography/both/snopes85blue-whale-spotted-jennettes-pier.jpg,https://www.snopes.com/fact-check/blue-whale-spotted-jennettes-pier/,"https://www.snopes.com/tachyon/2018/08/whale-composite.jpg?resize=600,212",False,False
"An image shows a man wearing a pro-Trump ""Make 45 Becomes 46 Again"" t-shirt.",dataset/fauxtography/both/snopes86make-45-becomes-46-again-shirt.jpg,https://www.snopes.com/fact-check/make-45-becomes-46-again-shirt/,"https://www.snopes.com/tachyon/2018/08/make-45-46-again.jpg?resize=600,593",False,False
ESPN aired a graphic listing porn star Johnny Sins as a Little League baseball player's favorite actor.,dataset/fauxtography/both/snopes87little-leaguer-porn-star.jpg,https://www.snopes.com/fact-check/little-leaguer-porn-star/,"https://www.snopes.com/tachyon/2018/08/llws-porn-stars.jpg?resize=600,194",False,False
"The cooking instructions on a bacon package advised consumers to ""contact your elected officials and complain"" if they ""don't know how to cook bacon.""",dataset/fauxtography/both/snopes88bacon-package-cooking-instructions.jpg,https://www.snopes.com/fact-check/bacon-package-cooking-instructions/,"https://www.snopes.com/tachyon/2018/08/blackriver.jpg?resize=865,452",True,True
"An image shows Fatima Hemminger, the first Muslim Major General in the United States Air Force.",dataset/fauxtography/both/snopes90fatima-hemminger-air-force.jpg,https://www.snopes.com/fact-check/fatima-hemminger-air-force/,https://www.snopes.com/tachyon/2018/08/fatima-hemminger.jpg,False,False
A photograph shows Cuban revolutionary Che Guevara executing two women.,dataset/fauxtography/both/snopes91che-guevara-executing-women.jpg,https://www.snopes.com/fact-check/che-guevara-executing-women/,https://www.snopes.com/tachyon/2018/07/Rz8xeo4.jpg,False,False
A photograph shows a lion and a zebra peacefully drinking together at a watering hole.,dataset/fauxtography/both/snopes92zebra-lion-watering-hole.jpg,https://www.snopes.com/fact-check/zebra-lion-watering-hole/,https://www.snopes.com/tachyon/2018/07/the-watering-hole.jpg,False,False
"A photograph showing an odd-looking, large bat with an elongated face known as a ""hammerhead bat.""",dataset/fauxtography/both/snopes93hammerhead-bat.jpg,https://www.snopes.com/fact-check/hammerhead-bat/,"https://www.snopes.com/tachyon/2018/07/hammerhead-bat.jpg?resize=600,439",True,True
One oyster can filter more than 50 gallons of water in 24 hours.,dataset/fauxtography/both/snopes94water-filtration-oysters.jpg,https://www.snopes.com/fact-check/water-filtration-oysters/,"https://www.snopes.com/tachyon/2018/07/oysters-e1532732176329.jpg?resize=600,576",True,True
"A photograph shows a large lenticular cloud over the pyramids in Giza, Egypt.",dataset/fauxtography/both/snopes95lenticular-cloud-over-pyramids.jpg,https://www.snopes.com/fact-check/lenticular-cloud-over-pyramids/,https://www.snopes.com/tachyon/2018/07/lenticular-clouds-over-giza.jpg,False,False
A photograph shows the Obama family in Cuba wearing Che Guevara shirts.,dataset/fauxtography/both/snopes96obamas-guevara-shirts.jpg,https://www.snopes.com/fact-check/obamas-guevara-shirts/,https://www.snopes.com/tachyon/2018/07/Obama-Che-t-shirts.jpg,False,False
A set of images show Croatian President Kolinda Grabar-Kitarović in a bikini.,dataset/fauxtography/both/snopes97croatian-president-bikini.jpg,https://www.snopes.com/fact-check/croatian-president-bikini/,https://www.snopes.com/tachyon/2018/07/not-croatian-president.jpg,False,False
A photograph shows Russian president Vladimir Putin aggressively pulling on U.S. president Barack Obama's tie.,dataset/fauxtography/both/snopes98putin-obama-tie-pull.jpg,https://www.snopes.com/fact-check/putin-obama-tie-pull/,https://www.snopes.com/tachyon/2018/07/obama-putin-tie.jpg,False,False
"A photograph showing a teenager in a ""stay clear boys"" shirt and a second image of a pregnant woman feature the same person.",dataset/fauxtography/both/snopes99teenage-daughter-shirt-pregnant.jpg,https://www.snopes.com/fact-check/teenage-daughter-shirt-pregnant/,https://www.snopes.com/tachyon/2018/07/not-the-same-person.jpg,False,False
