claim,image_id,label
American Actor Sam Elliott His Last Goodbye,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/36.jpg,False
Military Arrests FEMA Deputy Administrator Erik Hooks,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/37.jpg,False
"Skeleton recovered from the Le Lanchon experiments on human evolution. In these tests, volunteers were subjected to procedures to accelerate the development of mankind.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/38.jpg,False
You know who else endorsed Hillary Clinton? 2008 Donald Trump: She’d make a good president,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/39.jpg,False
EXCLUSIVE: A bite from a Brazilian wandering spider can cause an erection that lasts up to 4 hours.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/40.jpg,False
Didn’t have @KingJames supporting @AintGottaDollar and “Rich Men North of Richmond” on my bingo card but here we are ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/41.jpg,False
DISTURBING Photos Leaked of Horrific January 6 Prisoner Abuse – Tortured 5 Months in Isolation in a Closet Room with Light on and a Bucket for a Toilet,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/42.jpg,False
"19,000 Doctors Indicted for Covid Crimes",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/43.jpg,False
Exactly why I hate country music.  A bunch of racists,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/44.jpg,False
"Whoopi, Joy, and Sunny Threaten To Resign ‘Immediately’ If Candace Owens Joins The Panel CHECK FIRST COMMENT !!!",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/45.jpg,False
what. are you serious,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/46.jpg,False
NASA's James Webb telescope has spotted a giant 'question mark' object in deep space,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/47.jpg,False
"The media often fails to mention the heroic efforts of Donald Trump on 9/11. As one of the first responders on the scene, Trump quickly escorted people from the towers",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/48.jpg,False
"This doctored video of Joe Biden visiting Maui, Hawaii, which claims to show residents chanting against him",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/49.jpg,False
Donald Trump released a First Day Out rap song HAHAH!,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/50.jpg,False
Sinéad O'Connor: Irish singer dies aged 56,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/51.jpg,False
"You tell me, why aren’t you speaking out against this?",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/52.jpg,False
#Cookers own goal just got even better. The book Welcome to Sex now #1 best seller of all books on amazon,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/53.jpg,False
"Stand Together,ladies.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/54.jpg,False
I woke up today to learn @CDCgov endorses using powerful drugs to induce nipple discharges in men who then claim they can “breastfeed”. PS: some of the drugs are then consumed by the infant.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/55.jpg,False
Huge list of people who have either flown on Epstein's plane or been to the island,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/56.jpg,False
Moana’s Epic Voyage – New Water Ride Coming to EPCOT,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/57.jpg,False
ZUCK IS HOLDING BACK NO SHOTS,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/58.jpg,False
Ukrainian President Zelensky plans on using mass immigration to fix the country's demographics issues.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/59.jpg,False
Joe Biden just fell asleep in the middle of his meeting with victims of the Maui fires,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/60.jpg,False
 look. The country is celebrating your mugshot.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/61.jpg,False
BREAKINGS: DEAD ALIEN BODIES presented at MEXICAN UFO CONGRESSIONAL HEARINGS,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/62.jpg,False
Get back to 10 Downing Street Rishi and start doing your job. Ridiculous. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/63.jpg,False
"Breaking: Beyonce Sings ‘Alternative National Anthem’ At The NFL, Gets Booed Off Immediately",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/64.jpg,False
Bill Gates ruined the Las Vegas sphere,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/65.jpg,False
Keanu Reeves SLAMS Hollywood Elites For Their SHADY Role In Maui Fires.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/66.jpg,False
The Simpsons predicted the Cybertruck,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/67.jpg,False
"Influencer Schools in Asia This is next level, a legion of influencers to influence… you. What’s the equivalent in the west if any?",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/68.jpg,False
The Rock MISTAKENLY Admits SHADY Role In Maui Fires With Oprah.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/69.jpg,False
"A video appeared, which allegedly shows the moment of the crash of Prigozhin's plane.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/70.jpg,False
A live-action remake of ‘THE PRINCESS AND THE FROG’ is reportedly in early works at Disney.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/71.jpg,False
Tom Hanks PANICS As Oprah Reveals His SHADY Role In Maui Fires,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/72.jpg,False
Democrats know they went too far. How the hell you lock priest up on RICO charges for Trump?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/73.jpg,False
JUST IN: President Joe Biden has officially cured cancer according to President Joe Biden.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/74.jpg,False
Michelle Obama In Trouble As Evidence Suggests Her Mistreating Obama’s Chef,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/75.jpg,False
Mel Gibson Exposes Oprah's QUESTIONABLE Action For Hollywood Elite.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/76.jpg,False
There’s 5 Tik-Tok dances you can do to help Ukraine fight Russia,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/77.jpg,False
Bill Gates ruined the Las Vegas sphere,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/78.jpg,False
The Simpson predicting Direct Energy Weapons (DEW),dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/79.jpg,False
"These 14 American Cities Have A ‘Target’ Of Banning Meat, Dairy, And Private Vehicles By 2030",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/80.jpg,False
Jason Momoa Exposes Oprah & The Rock’s EVIL Maui Donation Scam,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/81.jpg,False
THE NUN MOTH,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/82.jpg,False
Died from an unexpected illness,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/83.jpg,False
Oh no.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/84.jpg,False
THEY SET OFF A REAL NUKE??,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/85.jpg,False
"Anthony Fauci went on a warpath against cheap, effective drugs to enrich himself & his friends in Big Pharma. ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/86.jpg,False
The largest cruise ship in the world,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/87.jpg,False
"i’m SO mad, the Texas heat melted my kick drum while it was on the delivery truck 🤬",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/88.jpg,False
"CMT Reinstates Jason Aldean Video, Fires Program Director Responsible",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/89.jpg,False
Target Closing 14 Stores in Florida and Alabama: “They’re Virtual Ghost Towns”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/90.jpg,False
Dodger Stadium is an island.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/91.jpg,False
No sure if this belongs here,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/92.jpg,False
TRUMP RESPONDS!! FANI WILLIS GOT INDICTED!! Fulton County DA Just Got Some Very BAD News.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/93.jpg,False
Not Selena Gomez covering her ears during Olivia Rodrigo performance,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/94.jpg,False
Jada Pinkett Smith Cast as Rapunzel in Live-Action Tangled,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/95.jpg,False
So the limit is 13 ... 🤣🤣🤣Has anyone else tested this?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/96.jpg,False
"Remember when @Jason_Aldean came to small town charleston, wv, ordered 65 burritos from a local joint ten minutes before close and didn't tip anyone?",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/97.jpg,False
Riley Gaines Settles Civil Suit Against Lia Thomas for $1.2 Million,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/98.jpg,False
Riley Gaines Chosen as “Woman of the Year” Over Megan Rapinoe,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/99.jpg,False
"Whales have arm, wrist & finger bones in their front fins. This is the front fin bones of a Grey whale.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/100.jpg,False
ON-CAMERA: Joe Biden CAUGHT sniffing little girl by telling her a “little secret”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/101.jpg,False
"Colin Kaepernick Begs to Rejoin the Team, Vows Never to Kneel During the National Anthem Again",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/102.jpg,False
Breaking: Country Stars Jason Aldean and Oliver Anthony to be Honored with Nobel Prize,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/103.jpg,False
Military Arrests Moderna Clot Shot Creator,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/104.jpg,False
Breaking: Bud Light Suffers Billions in Losses Immediately After Appointing Whoopi Goldberg as Their Brand Ambassador,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/105.jpg,False
The Simpsons predicted 9/11,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/106.jpg,False
The View Hosts BLAST Whoopi Goldberg LIVE For DESTROYING The Show,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/107.jpg,False
NFL Refuses Kaepernick’s Request for Active Status: “He Should Sell Hair Products”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/108.jpg,False
Exhibit A: Obama admits Democrats Rig elections by controlling the machines ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/109.jpg,False
Thicc Latinas will NOT be deported!,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/110.jpg,False
Breaking: India is changing its name to Bharat,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/111.jpg,False
Tom Hanks’ Son Exposes Dad’s DISTURBING Role In Maui Fires,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/112.jpg,False
"Maui fire hits 8/8, on 8/10 Amazon makes available about called Fire and Fury: The Story of the Maui Fire and its Implications for Climate Change. ",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/113.jpg,False
BREAKING: Disney World Tickets May Soon be Free,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/114.jpg,False
"They are going to upload some photos of the Moroccan earthquake on WhatsApp. The file is called Seismic Waves CARD, don't open it or see it, it will hack your phone in 10 seconds and it cannot be stopped in any way.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/115.jpg,False
An eyewitness captured what appears to be 3 UFOs in New Mexico. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/116.jpg,False
New drone footage of 'Bigfoot' described as the best evidence yet,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/117.jpg,False
"Disney Ends Disney+Streaming Service,New Change Places Netflix in Charge",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/118.jpg,False
All y'all posting fondly about Paul Reuben have incredibly short memories.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/119.jpg,False
"Paedo Joe Biden telling a Child You're one Sexy Kid, Don't tell Mummy I told you Ok, Got it?",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/120.jpg,False
Donald Trump makes a deal with Napoleon for the Louisiana Purchase. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/121.jpg,False
BREAKING: Director of Black Voices for Trump is held in jail WITHOUT bond: Harrison Floyd becomes first MAGA ally to be booked behind bars in the Georgia election fraud case.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/122.jpg,False
"Bronny James, LeBron's son, suffers cardiac arrest during basketball practice at USC",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/123.jpg,False
‘Don’t Want Wokeness In My Life’: Sylvester Stallone Rejects Disney’s $500 Million ‘Woke’ Movie Offer,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/124.jpg,False
Here is another leaked alien autopsy video. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/125.jpg,False
"His Nashville bar lost all its investors, the grand opening was a flop, he was ousted from next year’s Country Music Awards",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/126.jpg,False
"BREAD BAKED IN HER MAILBOX!! My friend, Roberta Wright, who lives in a suburb of Houston, posted these photos on Facebook to show just how hot it is! I’ve since learned IT DIDN’T ACTUALLY WORK OR BAKE IT.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/127.jpg,False
Samsung created a butt shaped robot that sits on their phones to test their durability. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/128.jpg,False
Free Trump 24k Gold Plated Bill Issued to All Supporters!,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/129.jpg,False
Stephen King’s Book Sales Have Dropped 70 Percent Since He Went Woke,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/130.jpg,False
Fans of The View Petition ABC to Fire Whoopi and Joy: “We Want Our Show Back”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/131.jpg,False
Klaus Schwab Just PUBLICLY ADMITTED He Is Planning To Implement China-Style Forced Covid Lockdowns ALL OVER THE WORLD ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/132.jpg,False
Johnson failed to comply with a high court order and did not return his phone containing evidence for the COVID inquiry.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/133.jpg,False
WOW!! Is this real?!?!,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/134.jpg,False
Garth Brooks Breaks Down Onstage in Oklahoma: “They Wouldn’t Stop Booing”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/135.jpg,False
Joe Rogan Takes On Whoopi Goldberg: “I Actually Went to College”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/136.jpg,False
BREAKING: Disney World Officially Removes Drinking Age,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/137.jpg,False
Are you ready for this? ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/138.jpg,False
Obama's estate was spared from the Maui fires because it's on Oahu.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/139.jpg,False
Has anyone heard of this A-113 equals Adrenochrome? It's most definitely some kind of code these creeps are using......,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/140.jpg,False
Denzel Washington RAGES at Hollywood For BANNING 'Sound of Freedom',dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/141.jpg,False
Just found the America aisle at the supermarket.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/142.jpg,False
"When a Sista tells you, you can speak but this is not a campaign rally and you attempt to DISRESPECT her wishes and God’s house, she will escort you out and remove you from the premises!",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/143.jpg,False
I just got a TikTok ad for an oversized casket from Sam's Club. ,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/144.jpg,False
A baby turtle enjoys a cleaning.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/145.jpg,False
no way the simpsons predicted the X rebrand,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/146.jpg,False
The U.S. just announced another $1.3 BILLION aid package to Ukraine. Reminder…here’s a picture of Zelensky’s home. Lol.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/147.jpg,False
Bill Gates is Buying Hundreds of Burned Up Lots in Maui for “Pennies on the Dollar”,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/148.jpg,False
Cristiano Ronaldo has made his Hotel Pestana CR7 available to provide shelter to those affected by the earthquake in Morocco.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/149.jpg,False
Hits from the bong with Jimi Hendrix and Joan Baez,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/150.jpg,False
Mark Wahlberg Exposes The Evil Hollywood For Blacklisting “Sound Of Freedom”?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/151.jpg,False
BREAKING: Mike Tomlin Suspends Two Steelers Players for Anthem Kneeling,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/152.jpg,False
The Rothschild family is stealing the world's wealth right under our noses.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/153.jpg,False
Has anyone heard of this A-113 equals Adrenochrome? It's most definitely some kind of code these creeps are using......,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/154.jpg,False
what,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/155.jpg,False
Disney Officially Cancels the Live-Action Snow White Movie,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/156.jpg,False
Donald Trump invents the wheel - 4th millennium BC. Why does the media try so hard to hide this amazing accomplishment?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/157.jpg,False
"So, how's that Jason Aldean social canceling going on? Ask CMT who banned his video.",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/158.jpg,False
Obama is the first GAY PRESIDENT,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/159.jpg,False
Do you agree with Pope Francis’ that all LGBT are children of God?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/160.jpg,False
"Disney, Amazon, Netflix didn’t want “Sound of Freedom.” NO to a movie about child trafficking!",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/161.jpg,False
Pierogi harvest,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/162.jpg,False
RIP Josh Peck,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/163.jpg,False
🚨 BREAKING 🚨Donald Trump's mugshot has been released.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/164.jpg,False
God only knows where I would be without affirmative action.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/165.jpg,False
Breaking: Whoopi Goldberg to Leave America with Megan Rapinoe; ‘We Get No Respect Here’,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/166.jpg,False
Europe ends visa free travel for Americans in 2024,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/167.jpg,False
Toll Booths Being Built Inside Disney World Theme Parks,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/168.jpg,False
"Japan, advertising banner on the building:",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/169.jpg,False
It’s so hot 🥵 in Texas even the traffic lights are melting. 😂,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/170.jpg,False
"Breaking: Denzel Washington Declines Disney’s $50 Million Project, ‘They’re Too Woke’",dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/171.jpg,False
Your cuteness for the day.  A baby peacock 🦚,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/172.jpg,False
Garth Brooks likes to stick his friends in low places.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/173.jpg,False
Small glass vial sealed with yellow liquid found in attic space Lawrence Ks. 1997,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/174.jpg,False
yuuuup.  that’s joe biden,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/175.jpg,False
Cone-Shaped face masks to protect face in a snowstorm.Montral.1930s,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/176.jpg,False
Canada Has More Lakes Than The Rest Of The World Combined & Some Are Straight-Up Magical,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/177.jpg,False
Guy Fieri Cancels Garth Brooks' Regular Reservation: There's No Bud Light Here.,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/178.jpg,False
Who thinks Tom Hanks has a cool shirt?,dataset/mr2/dataset/mr2/dataset/mr2/dataset/mr2/test/image/179.jpg,False
